,ALFF - Frontal Pole (L),ALFF - Frontal Pole (R),ALFF - Insular Cortex (L),ALFF - Insular Cortex (R),ALFF - Superior Frontal Gyrus (L),ALFF - Superior Frontal Gyrus (R),ALFF - Middle Frontal Gyrus (L),ALFF - Middle Frontal Gyrus (R),"ALFF - Inferior Frontal Gyrus, pars triangularis (L)","ALFF - Inferior Frontal Gyrus, pars triangularis (R)","ALFF - Inferior Frontal Gyrus, pars opercularis (L)","ALFF - Inferior Frontal Gyrus, pars opercularis (R)",ALFF - Precentral Gyrus (L),ALFF - Precentral Gyrus (R),ALFF - Temporal Pole (L),ALFF - Temporal Pole (R),"ALFF - Superior Temporal Gyrus, anterior division (L)","ALFF - Superior Temporal Gyrus, anterior division (R)","ALFF - Superior Temporal Gyrus, posterior division (L)","ALFF - Superior Temporal Gyrus, posterior division (R)","ALFF - Middle Temporal Gyrus, anterior division (L)","ALFF - Middle Temporal Gyrus, anterior division (R)","ALFF - Middle Temporal Gyrus, posterior division (L)","ALFF - Middle Temporal Gyrus, posterior division (R)","ALFF - Middle Temporal Gyrus, temporooccipital part (L)","ALFF - Middle Temporal Gyrus, temporooccipital part (R)","ALFF - Inferior Temporal Gyrus, anterior division (L)","ALFF - Inferior Temporal Gyrus, anterior division (R)","ALFF - Inferior Temporal Gyrus, posterior division (L)","ALFF - Inferior Temporal Gyrus, posterior division (R)","ALFF - Inferior Temporal Gyrus, temporooccipital part (L)","ALFF - Inferior Temporal Gyrus, temporooccipital part (R)",ALFF - Postcentral Gyrus (L),ALFF - Postcentral Gyrus (R),ALFF - Superior Parietal Lobule (L),ALFF - Superior Parietal Lobule (R),"ALFF - Supramarginal Gyrus, anterior division (L)","ALFF - Supramarginal Gyrus, anterior division (R)","ALFF - Supramarginal Gyrus, posterior division (L)","ALFF - Supramarginal Gyrus, posterior division (R)",ALFF - Angular Gyrus (L),ALFF - Angular Gyrus (R),"ALFF - Lateral Occipital Cortex, superior division (L)","ALFF - Lateral Occipital Cortex, superior division (R)","ALFF - Lateral Occipital Cortex, inferior division (L)","ALFF - Lateral Occipital Cortex, inferior division (R)",ALFF - Intracalcarine Cortex (L),ALFF - Intracalcarine Cortex (R),ALFF - Frontal Medial Cortex (L),ALFF - Frontal Medial Cortex (R),ALFF - Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (L),ALFF - Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (R),ALFF - Subcallosal Cortex (L),ALFF - Subcallosal Cortex (R),ALFF - Paracingulate Gyrus (L),ALFF - Paracingulate Gyrus (R),"ALFF - Cingulate Gyrus, anterior division (L)","ALFF - Cingulate Gyrus, anterior division (R)","ALFF - Cingulate Gyrus, posterior division (L)","ALFF - Cingulate Gyrus, posterior division (R)",ALFF - Precuneous Cortex (L),ALFF - Precuneous Cortex (R),ALFF - Cuneal Cortex (L),ALFF - Cuneal Cortex (R),ALFF - Frontal Orbital Cortex (L),ALFF - Frontal Orbital Cortex (R),"ALFF - Parahippocampal Gyrus, anterior division (L)","ALFF - Parahippocampal Gyrus, anterior division (R)","ALFF - Parahippocampal Gyrus, posterior division (L)","ALFF - Parahippocampal Gyrus, posterior division (R)",ALFF - Lingual Gyrus (L),ALFF - Lingual Gyrus (R),"ALFF - Temporal Fusiform Cortex, anterior division (L)","ALFF - Temporal Fusiform Cortex, anterior division (R)","ALFF - Temporal Fusiform Cortex, posterior division (L)","ALFF - Temporal Fusiform Cortex, posterior division (R)",ALFF - Temporal Occipital Fusiform Cortex (L),ALFF - Temporal Occipital Fusiform Cortex (R),ALFF - Occipital Fusiform Gyrus (L),ALFF - Occipital Fusiform Gyrus (R),ALFF - Frontal Operculum Cortex (L),ALFF - Frontal Operculum Cortex (R),ALFF - Central Opercular Cortex (L),ALFF - Central Opercular Cortex (R),ALFF - Parietal Operculum Cortex (L),ALFF - Parietal Operculum Cortex (R),ALFF - Planum Polare (L),ALFF - Planum Polare (R),ALFF - Heschls Gyrus (includes H1 and H2) (L),ALFF - Heschls Gyrus (includes H1 and H2) (R),ALFF - Planum Temporale (L),ALFF - Planum Temporale (R),ALFF - Supracalcarine Cortex (L),ALFF - Supracalcarine Cortex (R),ALFF - Occipital Pole (L),ALFF - Occipital Pole (R),ALFF - Brain-Stem (L),ALFF - Brain-Stem (R),ALFF - Thalamus (L),ALFF - Thalamus (R),ALFF - Caudate (L),ALFF - Caudate (R),ALFF - Putamen (L),ALFF - Putamen (R),ALFF - Pallidum (L),ALFF - Pallidum (R),ALFF - Hippocampus (L),ALFF - Hippocampus (R),ALFF - Amygdala (L),ALFF - Amygdala (R),ALFF - Accumbens (L),ALFF - Accumbens (R),fALFF - Frontal Pole (L),fALFF - Frontal Pole (R),fALFF - Insular Cortex (L),fALFF - Insular Cortex (R),fALFF - Superior Frontal Gyrus (L),fALFF - Superior Frontal Gyrus (R),fALFF - Middle Frontal Gyrus (L),fALFF - Middle Frontal Gyrus (R),"fALFF - Inferior Frontal Gyrus, pars triangularis (L)","fALFF - Inferior Frontal Gyrus, pars triangularis (R)","fALFF - Inferior Frontal Gyrus, pars opercularis (L)","fALFF - Inferior Frontal Gyrus, pars opercularis (R)",fALFF - Precentral Gyrus (L),fALFF - Precentral Gyrus (R),fALFF - Temporal Pole (L),fALFF - Temporal Pole (R),"fALFF - Superior Temporal Gyrus, anterior division (L)","fALFF - Superior Temporal Gyrus, anterior division (R)","fALFF - Superior Temporal Gyrus, posterior division (L)","fALFF - Superior Temporal Gyrus, posterior division (R)","fALFF - Middle Temporal Gyrus, anterior division (L)","fALFF - Middle Temporal Gyrus, anterior division (R)","fALFF - Middle Temporal Gyrus, posterior division (L)","fALFF - Middle Temporal Gyrus, posterior division (R)","fALFF - Middle Temporal Gyrus, temporooccipital part (L)","fALFF - Middle Temporal Gyrus, temporooccipital part (R)","fALFF - Inferior Temporal Gyrus, anterior division (L)","fALFF - Inferior Temporal Gyrus, anterior division (R)","fALFF - Inferior Temporal Gyrus, posterior division (L)","fALFF - Inferior Temporal Gyrus, posterior division (R)","fALFF - Inferior Temporal Gyrus, temporooccipital part (L)","fALFF - Inferior Temporal Gyrus, temporooccipital part (R)",fALFF - Postcentral Gyrus (L),fALFF - Postcentral Gyrus (R),fALFF - Superior Parietal Lobule (L),fALFF - Superior Parietal Lobule (R),"fALFF - Supramarginal Gyrus, anterior division (L)","fALFF - Supramarginal Gyrus, anterior division (R)","fALFF - Supramarginal Gyrus, posterior division (L)","fALFF - Supramarginal Gyrus, posterior division (R)",fALFF - Angular Gyrus (L),fALFF - Angular Gyrus (R),"fALFF - Lateral Occipital Cortex, superior division (L)","fALFF - Lateral Occipital Cortex, superior division (R)","fALFF - Lateral Occipital Cortex, inferior division (L)","fALFF - Lateral Occipital Cortex, inferior division (R)",fALFF - Intracalcarine Cortex (L),fALFF - Intracalcarine Cortex (R),fALFF - Frontal Medial Cortex (L),fALFF - Frontal Medial Cortex (R),fALFF - Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (L),fALFF - Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (R),fALFF - Subcallosal Cortex (L),fALFF - Subcallosal Cortex (R),fALFF - Paracingulate Gyrus (L),fALFF - Paracingulate Gyrus (R),"fALFF - Cingulate Gyrus, anterior division (L)","fALFF - Cingulate Gyrus, anterior division (R)","fALFF - Cingulate Gyrus, posterior division (L)","fALFF - Cingulate Gyrus, posterior division (R)",fALFF - Precuneous Cortex (L),fALFF - Precuneous Cortex (R),fALFF - Cuneal Cortex (L),fALFF - Cuneal Cortex (R),fALFF - Frontal Orbital Cortex (L),fALFF - Frontal Orbital Cortex (R),"fALFF - Parahippocampal Gyrus, anterior division (L)","fALFF - Parahippocampal Gyrus, anterior division (R)","fALFF - Parahippocampal Gyrus, posterior division (L)","fALFF - Parahippocampal Gyrus, posterior division (R)",fALFF - Lingual Gyrus (L),fALFF - Lingual Gyrus (R),"fALFF - Temporal Fusiform Cortex, anterior division (L)","fALFF - Temporal Fusiform Cortex, anterior division (R)","fALFF - Temporal Fusiform Cortex, posterior division (L)","fALFF - Temporal Fusiform Cortex, posterior division (R)",fALFF - Temporal Occipital Fusiform Cortex (L),fALFF - Temporal Occipital Fusiform Cortex (R),fALFF - Occipital Fusiform Gyrus (L),fALFF - Occipital Fusiform Gyrus (R),fALFF - Frontal Operculum Cortex (L),fALFF - Frontal Operculum Cortex (R),fALFF - Central Opercular Cortex (L),fALFF - Central Opercular Cortex (R),fALFF - Parietal Operculum Cortex (L),fALFF - Parietal Operculum Cortex (R),fALFF - Planum Polare (L),fALFF - Planum Polare (R),fALFF - Heschls Gyrus (includes H1 and H2) (L),fALFF - Heschls Gyrus (includes H1 and H2) (R),fALFF - Planum Temporale (L),fALFF - Planum Temporale (R),fALFF - Supracalcarine Cortex (L),fALFF - Supracalcarine Cortex (R),fALFF - Occipital Pole (L),fALFF - Occipital Pole (R),fALFF - Brain-Stem (L),fALFF - Brain-Stem (R),fALFF - Thalamus (L),fALFF - Thalamus (R),fALFF - Caudate (L),fALFF - Caudate (R),fALFF - Putamen (L),fALFF - Putamen (R),fALFF - Pallidum (L),fALFF - Pallidum (R),fALFF - Hippocampus (L),fALFF - Hippocampus (R),fALFF - Amygdala (L),fALFF - Amygdala (R),fALFF - Accumbens (L),fALFF - Accumbens (R),Reho - Frontal Pole (L),Reho - Frontal Pole (R),Reho - Insular Cortex (L),Reho - Insular Cortex (R),Reho - Superior Frontal Gyrus (L),Reho - Superior Frontal Gyrus (R),Reho - Middle Frontal Gyrus (L),Reho - Middle Frontal Gyrus (R),"Reho - Inferior Frontal Gyrus, pars triangularis (L)","Reho - Inferior Frontal Gyrus, pars triangularis (R)","Reho - Inferior Frontal Gyrus, pars opercularis (L)","Reho - Inferior Frontal Gyrus, pars opercularis (R)",Reho - Precentral Gyrus (L),Reho - Precentral Gyrus (R),Reho - Temporal Pole (L),Reho - Temporal Pole (R),"Reho - Superior Temporal Gyrus, anterior division (L)","Reho - Superior Temporal Gyrus, anterior division (R)","Reho - Superior Temporal Gyrus, posterior division (L)","Reho - Superior Temporal Gyrus, posterior division (R)","Reho - Middle Temporal Gyrus, anterior division (L)","Reho - Middle Temporal Gyrus, anterior division (R)","Reho - Middle Temporal Gyrus, posterior division (L)","Reho - Middle Temporal Gyrus, posterior division (R)","Reho - Middle Temporal Gyrus, temporooccipital part (L)","Reho - Middle Temporal Gyrus, temporooccipital part (R)","Reho - Inferior Temporal Gyrus, anterior division (L)","Reho - Inferior Temporal Gyrus, anterior division (R)","Reho - Inferior Temporal Gyrus, posterior division (L)","Reho - Inferior Temporal Gyrus, posterior division (R)","Reho - Inferior Temporal Gyrus, temporooccipital part (L)","Reho - Inferior Temporal Gyrus, temporooccipital part (R)",Reho - Postcentral Gyrus (L),Reho - Postcentral Gyrus (R),Reho - Superior Parietal Lobule (L),Reho - Superior Parietal Lobule (R),"Reho - Supramarginal Gyrus, anterior division (L)","Reho - Supramarginal Gyrus, anterior division (R)","Reho - Supramarginal Gyrus, posterior division (L)","Reho - Supramarginal Gyrus, posterior division (R)",Reho - Angular Gyrus (L),Reho - Angular Gyrus (R),"Reho - Lateral Occipital Cortex, superior division (L)","Reho - Lateral Occipital Cortex, superior division (R)","Reho - Lateral Occipital Cortex, inferior division (L)","Reho - Lateral Occipital Cortex, inferior division (R)",Reho - Intracalcarine Cortex (L),Reho - Intracalcarine Cortex (R),Reho - Frontal Medial Cortex (L),Reho - Frontal Medial Cortex (R),Reho - Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (L),Reho - Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (R),Reho - Subcallosal Cortex (L),Reho - Subcallosal Cortex (R),Reho - Paracingulate Gyrus (L),Reho - Paracingulate Gyrus (R),"Reho - Cingulate Gyrus, anterior division (L)","Reho - Cingulate Gyrus, anterior division (R)","Reho - Cingulate Gyrus, posterior division (L)","Reho - Cingulate Gyrus, posterior division (R)",Reho - Precuneous Cortex (L),Reho - Precuneous Cortex (R),Reho - Cuneal Cortex (L),Reho - Cuneal Cortex (R),Reho - Frontal Orbital Cortex (L),Reho - Frontal Orbital Cortex (R),"Reho - Parahippocampal Gyrus, anterior division (L)","Reho - Parahippocampal Gyrus, anterior division (R)","Reho - Parahippocampal Gyrus, posterior division (L)","Reho - Parahippocampal Gyrus, posterior division (R)",Reho - Lingual Gyrus (L),Reho - Lingual Gyrus (R),"Reho - Temporal Fusiform Cortex, anterior division (L)","Reho - Temporal Fusiform Cortex, anterior division (R)","Reho - Temporal Fusiform Cortex, posterior division (L)","Reho - Temporal Fusiform Cortex, posterior division (R)",Reho - Temporal Occipital Fusiform Cortex (L),Reho - Temporal Occipital Fusiform Cortex (R),Reho - Occipital Fusiform Gyrus (L),Reho - Occipital Fusiform Gyrus (R),Reho - Frontal Operculum Cortex (L),Reho - Frontal Operculum Cortex (R),Reho - Central Opercular Cortex (L),Reho - Central Opercular Cortex (R),Reho - Parietal Operculum Cortex (L),Reho - Parietal Operculum Cortex (R),Reho - Planum Polare (L),Reho - Planum Polare (R),Reho - Heschls Gyrus (includes H1 and H2) (L),Reho - Heschls Gyrus (includes H1 and H2) (R),Reho - Planum Temporale (L),Reho - Planum Temporale (R),Reho - Supracalcarine Cortex (L),Reho - Supracalcarine Cortex (R),Reho - Occipital Pole (L),Reho - Occipital Pole (R),Reho - Brain-Stem (L),Reho - Brain-Stem (R),Reho - Thalamus (L),Reho - Thalamus (R),Reho - Caudate (L),Reho - Caudate (R),Reho - Putamen (L),Reho - Putamen (R),Reho - Pallidum (L),Reho - Pallidum (R),Reho - Hippocampus (L),Reho - Hippocampus (R),Reho - Amygdala (L),Reho - Amygdala (R),Reho - Accumbens (L),Reho - Accumbens (R)
Support,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Ranking,335,334,333,332,331,330,329,328,29,327,326,325,324,323,322,321,320,319,318,317,316,315,314,313,312,311,310,309,308,307,28,306,305,304,303,302,301,300,299,27,298,297,296,295,294,293,292,291,290,289,288,287,286,285,284,283,282,281,280,279,278,26,277,276,275,274,273,272,271,270,269,268,267,266,265,264,263,25,24,262,261,260,259,23,258,22,257,256,255,254,253,252,21,251,250,249,248,247,246,245,244,20,243,242,241,240,239,238,237,236,235,234,233,232,231,230,229,228,227,226,225,224,223,222,221,220,219,218,217,216,215,214,213,19,212,18,211,210,209,208,207,206,17,205,204,203,202,201,200,199,198,16,197,196,15,195,194,193,192,191,190,189,188,187,186,185,184,183,182,181,180,179,14,13,178,177,176,175,174,173,172,171,170,169,168,167,166,165,164,163,162,161,160,159,158,157,156,155,154,153,152,151,150,12,149,148,147,146,145,144,143,142,141,140,139,138,137,136,135,134,133,132,131,130,129,11,128,10,127,126,125,124,123,122,121,9,8,120,119,118,117,116,115,114,113,112,111,110,109,108,107,106,7,105,104,6,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,5,78,77,76,75,74,73,72,71,70,4,69,68,67,66,65,3,2,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,1,0,33,32,31,30
