Number of features,Accuracy_SRPBS,Accuracy_OPP,Accuracy_YALE,Accuracy_CAMBRIDGE,Precision_SRPBS,Precision_OPP,Precision_YALE,Precision_CAMBRIDGE,Recall_SRPBS,Recall_OPP,Recall_YALE,Recall_CAMBRIDGE
32,22.5,44.032258064516135,50.16666666666667,98.52941176470588,0.0,43.16008460589367,45.57279841761265,99.44444444444444,0.0,62.06896551724138,35.0,97.64705882352942
33,19.166666666666664,44.99999999999999,50.83333333333333,98.82352941176471,0.0,43.80739095466651,46.38479102167183,99.44444444444444,0.0,62.41379310344828,38.92857142857143,98.23529411764706
34,19.166666666666664,44.516129032258064,50.66666666666667,98.52941176470588,0.0,43.392626015511325,46.42922188638301,99.44444444444444,0.0,61.379310344827594,39.285714285714285,97.64705882352942
35,22.5,44.838709677419345,50.5,98.52941176470588,0.0,43.696475360127224,46.2282695747092,99.44444444444444,0.0,62.06896551724138,38.57142857142858,97.64705882352942
36,22.5,45.16129032258064,51.166666666666664,98.52941176470588,0.0,43.94817577731261,47.411995898838,99.44444444444444,0.0,62.41379310344828,39.28571428571429,97.64705882352942
37,22.5,45.16129032258064,50.833333333333336,98.52941176470588,0.0,43.976870233818616,46.559540249793265,99.44444444444444,0.0,62.758620689655174,38.57142857142857,97.64705882352942
38,25.0,45.80645161290322,51.5,98.23529411764706,0.0,44.454310524993694,48.072008259939295,98.88888888888889,0.0,64.82758620689654,39.64285714285715,97.64705882352942
39,25.0,45.16129032258064,51.16666666666667,99.41176470588235,0.0,44.03134222419198,47.54619674557755,100.0,0.0,65.17241379310346,40.71428571428571,98.82352941176471
40,27.5,45.80645161290322,50.666666666666664,99.41176470588235,0.0,44.52459150689117,46.945985115102765,100.0,0.0,66.55172413793103,42.49999999999999,98.82352941176471
41,27.5,47.096774193548384,50.33333333333333,99.11764705882354,0.0,45.46108420540747,46.696537158493676,99.44444444444444,0.0,69.31034482758619,42.857142857142854,98.82352941176471
42,24.166666666666664,46.61290322580645,50.16666666666667,98.82352941176471,0.0,45.062238591615376,46.64875881933603,99.44444444444444,0.0,67.93103448275862,44.99999999999999,98.23529411764706
43,24.166666666666664,46.77419354838709,50.333333333333336,98.52941176470588,0.0,45.305001393023275,46.80885734150352,99.44444444444444,0.0,69.65517241379311,44.99999999999999,97.64705882352942
44,27.5,45.96774193548387,50.66666666666667,99.41176470588235,0.0,44.66096490941211,47.07862507070691,100.0,0.0,66.20689655172414,48.21428571428571,98.82352941176471
45,30.833333333333332,46.61290322580645,49.16666666666667,99.41176470588235,0.0,45.163934241832024,45.10659407490071,100.0,0.0,66.55172413793103,42.5,98.82352941176471
46,30.833333333333332,44.83870967741935,49.16666666666667,99.41176470588235,0.0,43.78822234987858,45.4365484418116,100.0,0.0,63.10344827586207,44.642857142857146,98.82352941176471
47,30.833333333333332,45.0,49.16666666666667,99.41176470588235,0.0,43.934349326187956,45.38840029366345,100.0,0.0,63.44827586206897,44.642857142857146,98.82352941176471
48,30.833333333333332,45.322580645161295,49.16666666666667,99.41176470588235,0.0,44.19894504488404,45.36829447355763,100.0,0.0,64.13793103448276,43.92857142857143,98.82352941176471
49,30.833333333333332,45.483870967741936,48.83333333333333,99.41176470588235,0.0,44.28073752141336,44.987498307937685,100.0,0.0,64.13793103448276,45.0,98.82352941176471
50,30.833333333333332,48.70967741935484,51.0,99.41176470588235,0.0,46.70959259651721,47.63887363322408,100.0,0.0,69.31034482758619,49.64285714285714,98.82352941176471
