Number of features,Accuracy_SRPBS,Accuracy_OPP,Accuracy_YALE,Accuracy_CAMBRIDGE,Precision_SRPBS,Precision_OPP,Precision_YALE,Precision_CAMBRIDGE,Recall_SRPBS,Recall_OPP,Recall_YALE,Recall_CAMBRIDGE
26,66.85897435897435,50.967741935483865,50.0,51.17647058823529,68.78571428571429,55.38956413956414,33.46570096570096,63.42481203007519,66.65873015873015,27.586206896551722,21.785714285714285,19.999999999999996
27,63.01282051282052,50.645161290322584,50.833333333333336,49.705882352941174,62.339826839826834,46.173480494601186,25.95587211359564,46.714285714285715,55.47619047619048,32.06896551724138,28.571428571428573,22.35294117647059
28,60.64102564102565,49.677419354838705,51.66666666666667,50.0,59.71428571428571,45.45424635647349,41.24041799273997,47.226190476190474,54.47619047619048,43.10344827586208,39.64285714285714,27.64705882352941
29,60.70512820512821,52.25806451612904,54.0,47.35294117647059,59.166666666666664,49.027199782401745,43.694568623583805,40.951132201132204,57.72619047619048,48.275862068965516,44.285714285714285,27.64705882352941
30,60.0,51.935483870967744,55.16666666666667,46.76470588235294,59.742063492063494,44.12772888293084,51.56464572238711,42.89328063241106,64.19444444444444,55.862068965517246,49.285714285714285,31.176470588235293
31,63.01282051282052,55.483870967741936,56.33333333333333,49.705882352941174,61.13095238095237,58.360442704741146,50.91174428408471,49.92069765982809,66.15873015873015,54.48275862068965,46.07142857142857,33.529411764705884
32,63.78205128205129,54.516129032258064,55.5,48.23529411764706,63.36507936507936,59.78993252510202,44.93031105849442,49.666431607608075,60.98015873015872,48.27586206896551,40.357142857142854,29.411764705882355
33,59.935897435897445,55.80645161290322,58.666666666666664,47.35294117647059,56.61507936507936,59.16618217440661,48.38353214414335,46.72960131655783,63.48015873015872,53.10344827586207,46.42857142857143,30.588235294117645
34,64.6794871794872,55.16129032258065,57.16666666666667,48.529411764705884,61.80555555555556,59.86986142868496,52.186933580662775,48.98778998778998,65.92460317460318,47.241379310344826,39.285714285714285,26.470588235294123
35,62.30769230769231,55.645161290322584,56.833333333333336,47.35294117647059,61.30555555555556,58.85208037591279,50.31756158071947,47.48778998778998,62.36904761904761,52.758620689655174,44.285714285714285,32.35294117647059
36,63.78205128205129,56.61290322580645,57.5,47.94117647058823,62.38888888888889,59.807985000816224,49.5119825708061,49.43641154167469,64.90873015873015,52.75862068965516,42.142857142857146,31.764705882352946
37,67.82051282051282,56.774193548387096,57.166666666666664,50.294117647058826,70.16666666666667,50.98760639623245,45.76669981473501,51.83549783549783,60.98015873015872,46.20689655172414,34.285714285714285,27.05882352941176
38,63.717948717948715,54.516129032258064,57.166666666666664,50.88235294117647,66.66666666666667,51.22558617852735,55.5356640388474,51.71684981684981,63.50396825396825,49.310344827586206,43.57142857142857,31.76470588235294
39,66.73076923076924,54.354838709677416,57.333333333333336,50.88235294117647,64.49450549450549,55.934178743961354,47.10356490774448,52.94988149105795,68.28571428571429,45.86206896551724,42.142857142857146,33.529411764705884
40,66.08974358974359,55.0,56.666666666666664,50.294117647058826,64.8917748917749,58.26314699792961,48.465420542520306,51.957234432234415,65.74603174603175,41.37931034482759,40.71428571428571,31.176470588235293
41,67.69230769230771,55.483870967741936,56.333333333333336,49.11764705882353,65.97069597069597,52.995021645021644,41.059393291366725,48.744172494172496,61.857142857142854,31.724137931034484,30.357142857142854,20.588235294117645
42,66.85897435897436,54.03225806451612,55.0,52.058823529411754,64.78021978021977,51.21428571428571,40.45922459893048,53.12373737373737,64.35714285714286,30.0,30.0,25.88235294117647
43,66.85897435897436,56.12903225806451,57.666666666666664,50.0,63.07783882783883,57.51189979885633,49.731617647058826,51.416666666666664,60.96428571428571,31.724137931034484,33.57142857142857,21.176470588235293
44,68.46153846153845,57.58064516129032,59.0,50.88235294117647,63.48151848151848,55.91481736609173,58.62990159491174,51.23778998778998,69.03571428571429,45.51724137931035,43.92857142857143,22.941176470588232
45,70.83333333333333,57.90322580645161,57.666666666666664,50.88235294117647,63.04501054501054,56.024454674454674,56.22321776663881,50.51376401376401,74.57142857142858,48.96551724137932,44.28571428571429,26.470588235294116
46,70.06410256410257,58.70967741935484,57.16666666666667,50.588235294117645,65.37545787545787,61.01839132532798,54.19246637361429,51.4048174048174,75.64285714285714,45.51724137931034,43.92857142857143,26.470588235294116
47,67.82051282051282,58.548387096774185,57.333333333333336,52.058823529411754,63.034188034188034,57.89998046272568,51.28910503910504,53.674658674658666,73.46428571428571,46.89655172413793,43.214285714285715,26.470588235294123
48,67.5,56.29032258064516,56.166666666666664,50.294117647058826,63.91910866910867,54.89542473661129,44.813634692666945,50.05982905982906,67.21428571428571,42.06896551724138,41.78571428571429,24.705882352941178
49,66.2820512820513,56.77419354838709,55.166666666666664,51.17647058823529,60.77228327228327,50.79299698521667,38.53831168831168,48.916666666666664,61.28571428571429,31.379310344827587,28.928571428571427,17.647058823529413
50,65.25641025641026,55.16129032258065,53.83333333333333,51.47058823529412,60.343711843711844,44.176969119127065,32.71387844611529,51.091269841269835,57.53571428571429,25.517241379310345,22.499999999999996,18.235294117647058
