Number of features,Accuracy_SRPBS,Accuracy_OPP,Accuracy_YALE,Accuracy_CAMBRIDGE,Precision_SRPBS,Precision_OPP,Precision_YALE,Precision_CAMBRIDGE,Recall_SRPBS,Recall_OPP,Recall_YALE,Recall_CAMBRIDGE
22,77.88461538461539,59.03225806451612,56.166666666666664,58.23529411764707,78.83982683982683,59.2662505623032,63.765567765567766,100.0,75.78571428571429,37.24137931034483,19.285714285714285,16.47058823529412
23,71.28205128205128,57.258064516129025,55.5,56.176470588235304,76.85714285714286,62.72496085548556,60.03905342624854,91.30952380952381,68.78571428571429,34.82758620689655,28.928571428571427,23.52941176470588
24,67.5,57.58064516129032,54.83333333333333,57.352941176470594,69.94444444444444,63.59955411904438,56.748635510830624,92.5,67.53571428571429,39.6551724137931,25.357142857142854,23.529411764705884
25,67.49999999999999,57.90322580645161,53.666666666666664,57.35294117647059,65.44336219336219,59.5175735145843,54.40950226244344,89.82758620689654,74.85317460317461,40.0,23.928571428571427,24.705882352941178
26,66.6025641025641,57.741935483870975,52.0,56.47058823529412,65.90367965367965,61.01595618004287,48.60699936919449,91.49425287356321,69.49603174603175,38.27586206896551,22.5,22.352941176470587
27,77.3076923076923,59.354838709677416,53.16666666666667,54.11764705882352,78.4047619047619,62.60990712074304,51.62732919254658,92.04545454545455,71.75,39.310344827586206,17.857142857142854,12.352941176470589
28,79.61538461538461,60.80645161290323,53.66666666666667,56.76470588235294,78.78571428571428,63.46987101592364,51.12301587301587,90.83333333333333,76.03571428571429,37.58620689655172,18.928571428571427,15.882352941176467
29,76.47435897435898,61.12903225806453,53.0,55.88235294117648,72.13419913419914,64.88072301776933,50.043109668109665,89.66666666666666,74.78571428571429,42.758620689655174,21.07142857142857,17.058823529411764
30,75.51282051282051,60.322580645161295,52.5,55.88235294117648,76.15800865800865,61.958572598611774,50.03676470588236,85.78571428571429,70.78571428571429,42.758620689655174,23.214285714285715,18.823529411764703
31,78.07692307692307,60.0,54.833333333333336,57.941176470588246,74.55086580086581,62.96428571428571,53.21428571428571,100.0,79.60714285714286,34.48275862068966,19.64285714285714,15.882352941176473
32,76.41025641025641,59.67741935483872,55.0,57.94117647058823,73.4920634920635,60.995535140066714,54.70230341553871,94.28571428571429,77.46428571428571,40.0,24.285714285714285,18.23529411764706
33,74.1025641025641,59.19354838709677,52.333333333333336,52.64705882352941,72.61111111111111,60.586799980538125,48.636850183339746,85.36764705882354,76.92857142857142,41.37931034482759,22.857142857142854,14.705882352941178
34,76.41025641025641,60.322580645161295,52.16666666666667,56.176470588235304,77.57142857142857,64.8727614977615,46.77097902097902,98.0,74.42857142857142,34.48275862068966,16.785714285714285,12.941176470588236
35,75.76923076923077,59.677419354838705,52.0,55.88235294117648,76.5952380952381,64.01188626188626,44.59090909090909,98.0,75.5,31.37931034482758,18.214285714285715,12.352941176470589
36,79.61538461538461,60.967741935483865,52.333333333333336,55.0,78.26587301587301,67.58485214463475,45.60257338121115,94.16666666666666,77.10714285714286,33.793103448275865,17.857142857142854,11.176470588235293
37,78.07692307692307,61.29032258064516,52.0,55.588235294117645,77.11904761904762,67.3297152194211,46.29125041625041,94.16666666666666,74.42857142857142,34.827586206896555,19.64285714285714,12.352941176470589
38,76.47435897435898,59.19354838709677,51.00000000000001,54.411764705882355,77.0,63.18478792449381,45.717468805704094,92.66666666666667,76.35714285714286,40.0,22.142857142857142,15.294117647058822
39,76.47435897435898,59.032258064516135,52.833333333333336,54.70588235294118,75.18181818181817,61.59713313002787,52.38131313131312,93.57142857142858,76.35714285714286,38.62068965517241,21.428571428571427,14.705882352941178
40,75.64102564102564,57.74193548387096,52.5,51.76470588235294,74.25,59.87098202005035,51.972514519004086,86.8092105263158,76.9920634920635,46.89655172413793,26.785714285714285,17.05882352941176
41,78.14102564102565,58.38709677419355,53.16666666666667,54.117647058823536,77.46428571428571,60.02288188002474,51.9324712289608,93.33333333333333,74.52380952380952,40.34482758620689,23.928571428571427,15.294117647058822
42,75.76923076923077,58.06451612903224,50.333333333333336,50.88235294117647,76.77380952380952,60.33497162820471,46.322372546281464,86.65789473684211,71.8452380952381,45.17241379310345,24.642857142857146,17.058823529411764
43,74.03846153846155,56.774193548387096,51.666666666666664,51.1764705882353,73.42857142857142,58.61022525506978,47.66822158971115,86.65789473684211,69.66666666666666,40.689655172413794,23.928571428571423,17.647058823529413
44,68.5897435897436,56.935483870967744,52.5,50.588235294117645,67.40476190476191,59.95677532666745,47.53001792114695,86.66666666666666,58.32142857142858,42.06896551724138,22.857142857142854,17.647058823529413
45,70.12820512820512,57.09677419354839,52.16666666666667,52.05882352941177,68.40476190476191,59.55828485240251,48.839646464646464,88.07971014492753,60.32142857142858,41.379310344827594,22.857142857142858,20.588235294117645
46,73.97435897435898,59.032258064516135,52.833333333333336,56.76470588235295,69.52669552669553,62.24605876579561,46.597707847707845,100.0,67.92460317460318,27.931034482758623,15.714285714285714,13.529411764705884
47,71.66666666666667,60.32258064516128,53.166666666666664,57.352941176470594,64.3997113997114,64.8880738826391,47.605889724310785,100.0,71.85317460317461,35.17241379310345,18.571428571428573,14.705882352941178
48,73.33333333333333,57.58064516129032,51.333333333333336,52.64705882352941,76.47907647907648,59.46445587955022,41.66071428571429,88.91304347826087,70.99603174603175,33.10344827586207,16.428571428571427,14.11764705882353
49,71.08974358974359,58.87096774193547,52.0,51.47058823529412,70.38095238095238,64.21337362846796,48.244293244293246,85.06410256410257,65.09920634920636,41.379310344827594,24.285714285714285,20.588235294117645
50,75.7051282051282,58.54838709677419,53.0,54.411764705882355,73.8008658008658,59.902836047799745,50.73482073482073,90.89743589743588,71.07142857142858,38.62068965517241,22.499999999999993,18.23529411764706
